,name,total.pop,married,dependent,veteran,first-generation
1524,"missouri,oregon",10881,0,64.516129,0,0
1525,"missouri,osage",13878,4.2465753,77.6712329,0.8675799,28.3545544
1526,"missouri,ozark",9723,15.6666667,24,4,56.9506727
1527,"missouri,pemiscot",18296,22.3430962,45.6903766,0,44.1509434
1528,"missouri,perry",18971,18.7720182,31.8545662,1.1176471,56.9568783
1529,"missouri,pettis",42201,0,96.875,0,22.6537217
1530,"missouri,phelps",45156,16.2671904,45.9210341,0.981155,42.1576564
1531,"missouri,pike",18516,15.5288357,34.864099,3.1296868,49.9753229
1532,"missouri,platte",89322,17.8085267,44.7996865,1.473833,43.6095677
1533,"missouri,polk",31137,0,92.72,0,24.6031746
1534,"missouri,pulaski",52274,44.6808511,0,0,0
1535,"missouri,putnam",4979,24.7493404,40.474934,1.1081794,56.4493759
1536,"missouri,ralls",10167,12.2302158,43.1654676,0,46.3636364
1537,"missouri,randolph",25414,17.8796863,40.6975427,2.0480645,56.5380999
1538,"missouri,ray",23494,20.9012657,48.193501,2.2275643,38.1733601
1539,"missouri,reynolds",6696,16.25,47.5,0,39.7058824
1540,"missouri,ripley",14100,27.2206304,26.3610315,0,50.6493507
1547,"missouri,st charles",360485,8.5766373,58.3963271,1.0819498,46.6721868
1548,"missouri,st clair",9805,22.5490196,33.3333333,0,43.6781609
1549,"missouri,st francois",65359,21.4622642,12.9716981,0,46.6480447
1550,"missouri,st louis",1318248,34.7222222,27.0833333,0,52.5862069
1551,"missouri,st louis city",NA,17.2143179,45.9938753,1.7599973,47.1864442
1552,"missouri,ste genevieve",18145,17.2143179,45.9938753,1.7599973,47.1864442
1541,"missouri,saline",23370,17.2143179,45.9938753,1.7599973,47.1864442
1542,"missouri,schuyler",4431,17.2143179,45.9938753,1.7599973,47.1864442
1543,"missouri,scotland",4843,17.2143179,45.9938753,1.7599973,47.1864442
1544,"missouri,scott",39191,17.2143179,45.9938753,1.7599973,47.1864442
1545,"missouri,shannon",8441,17.2143179,45.9938753,1.7599973,47.1864442
1546,"missouri,shelby",6373,17.2143179,45.9938753,1.7599973,47.1864442
1553,"missouri,stoddard",29968,17.2143179,45.9938753,1.7599973,47.1864442
1554,"missouri,stone",32202,17.2143179,45.9938753,1.7599973,47.1864442
1555,"missouri,sullivan",6714,17.2143179,45.9938753,1.7599973,47.1864442
1556,"missouri,taney",51675,17.2143179,45.9938753,1.7599973,47.1864442
1557,"missouri,texas",26008,17.2143179,45.9938753,1.7599973,47.1864442
1558,"missouri,vernon",21159,17.2143179,45.9938753,1.7599973,47.1864442
1559,"missouri,warren",32513,17.2143179,45.9938753,1.7599973,47.1864442
1560,"missouri,washington",25195,17.2143179,45.9938753,1.7599973,47.1864442
1561,"missouri,wayne",13521,17.2143179,45.9938753,1.7599973,47.1864442
1562,"missouri,webster",36202,17.2143179,45.9938753,1.7599973,47.1864442
1563,"missouri,worth",2171,17.2143179,45.9938753,1.7599973,47.1864442
1564,"missouri,wright",18815,17.2143179,45.9938753,1.7599973,47.1864442
1565,"montana,beaverhead",9246,17.9217974,36.514323,0.6122449,50.5777978
1566,"montana,big horn",12865,7.8674948,73.2919255,0,37.7088306
1567,"montana,blaine",6491,18.511429,33.2961572,2.1847682,52.1121671
1568,"montana,broadwater",5612,18.8490717,38.7216344,0.9532841,49.7445425
1569,"montana,carbon",10078,18.5550936,56.8607069,0,49.3034525
1570,"montana,carter",1160,22.3997158,30.4821221,1.8450263,56.2632839
1571,"montana,cascade",81327,2.8904947,87.9377432,0,36.6624526
1572,"montana,chouteau",5813,10.7289528,54.2864476,1.0266941,53.6778694
1573,"montana,custer",11699,17.9833788,32.2822654,2.3038051,52.0040224
1574,"montana,daniels",1751,23.2441472,40.2173913,0,46.9811321
1575,"montana,dawson",8966,25.3913044,37.9130435,0,54.978355
1576,"montana,deer lodge",9298,8.0603308,61.0251056,1.2839218,44.4779594
1577,"montana,fallon",2890,10.7317073,46.3414634,0,53.5714286
1578,"montana,fergus",11586,11.3636364,71.2121212,0,35.042735
1579,"montana,flathead",90928,15.9840522,28.4523378,1.2323306,60.5456213
1580,"montana,gallatin",89513,28.0378512,29.8574735,2.0050125,49.0367557
1581,"montana,garfield",1206,0,76.0617761,0,29.338843
1582,"montana,glacier",13399,24.1025641,28.2051282,0,69.1428571
1583,"montana,golden valley",884,10.7410657,57.4435336,0.9333696,49.5194673
1584,"montana,granite",3079,15.6716418,29.8507463,0,45.8333333
1585,"montana,hill",16096,0,27.5862069,0,52.2222222
1586,"montana,jefferson",11406,9.2179991,85.2332523,0,38.616469
1587,"montana,judith basin",2072,14.5984673,62.1721481,0.5973921,43.6065336
1588,"montana,lake",28746,10.9123851,59.6762483,1.5469465,46.9135527
1589,"montana,lewis and clark",63395,10.5827425,56.9081792,0.8991873,50.4125054
1590,"montana,liberty",2339,0,0,0,0
1591,"montana,lincoln",19687,11.1160026,63.7244112,0.9905349,47.6141611
1593,"montana,mccone",1734,23.1092437,45.8823529,0,53.9525692
1592,"montana,madison",7691,7.842906,61.5166883,0.2712584,39.2211405
1594,"montana,meagher",1891,4.7617726,79.9130648,0,44.1350487
1595,"montana,mineral",4223,17.3327222,31.4052559,1.1156484,57.803936
1596,"montana,missoula",109299,17.1594887,58.5934344,0.6685966,44.8537121
1597,"montana,musselshell",4538,0,39.2857143,0,55.4347826
1598,"montana,park",15636,11.6041979,60.2098951,1.2893553,49.5449581
1599,"montana,petroleum",494,9.8484849,42.4242424,0,76.25
1600,"montana,phillips",4253,15.2892562,52.6859504,0,43.0089943
1601,"montana,pondera",6153,15.0344828,52.6896552,4.2758621,44.3708609
1602,"montana,powder river",1743,15.8883882,55.9131332,0.8699427,40.8475447
1603,"montana,powell",7027,18.7608169,47.4537037,0.5451713,49.518078
1604,"montana,prairie",1179,15.7823129,44.0362812,0,36.3814617
1605,"montana,ravalli",40212,20.6896552,49.316851,0,47.7272727
1606,"montana,richland",9746,15.694165,50.804829,1.3078471,44.6569179
1607,"montana,roosevelt",10425,23.4200488,33.7346676,2.213281,46.5370144
1608,"montana,rosebud",9233,0,65.7718121,0,39.6946565
1609,"montana,sanders",11413,14.3162393,42.0940171,0,51.8817204
1610,"montana,sheridan",3384,17.2143179,45.9938753,1.7599973,47.1864442
1611,"montana,silver bow",34200,17.2143179,45.9938753,1.7599973,47.1864442
1612,"montana,stillwater",9117,17.2143179,45.9938753,1.7599973,47.1864442
1613,"montana,sweet grass",3651,17.2143179,45.9938753,1.7599973,47.1864442
1614,"montana,teton",6073,17.2143179,45.9938753,1.7599973,47.1864442
1615,"montana,toole",5324,17.2143179,45.9938753,1.7599973,47.1864442
1616,"montana,treasure",718,17.2143179,45.9938753,1.7599973,47.1864442
1617,"montana,valley",7369,17.2143179,45.9938753,1.7599973,47.1864442
1618,"montana,wheatland",2168,17.2143179,45.9938753,1.7599973,47.1864442
1619,"montana,wibaux",1017,17.2143179,45.9938753,1.7599973,47.1864442
1620,"montana,yellowstone",147972,17.2143179,45.9938753,1.7599973,47.1864442
1621,"montana,yellowstone national",NA,17.2143179,45.9938753,1.7599973,47.1864442
1622,"nebraska,adams",31364,21.8761581,33.9711065,1.1163296,59.8485099
1623,"nebraska,antelope",6685,14.8540691,53.8982722,1.0409325,40.6144704
1624,"nebraska,arthur",460,12.0204604,44.7570333,0,72.0164609
1625,"nebraska,banner",690,20.473251,35.6995885,0.7716049,55.292376
1626,"nebraska,blaine",478,1.9100303,91.1491494,0.2504958,22.5799339
1627,"nebraska,boone",5505,23.326291,32.5601897,1.5564202,44.2992339
1628,"nebraska,box butte",11308,22.3903177,31.7700454,6.8078669,42.3698384
1629,"nebraska,boyd",2099,22.1178274,47.7358234,0.8442658,61.8905017
1630,"nebraska,brown",3145,0,0,0,0
1631,"nebraska,buffalo",46102,0,84,0,38.8724036
1632,"nebraska,burt",6858,0,90.7756813,0,21.3186813
1633,"nebraska,butler",8395,33.5244283,46.8517977,0.7033513,35.6367351
1634,"nebraska,cass",25241,3.124136,87.6140448,0.2626486,22.4411765
1635,"nebraska,cedar",8852,12.0705664,20.7985144,1.3927577,60.0719425
1636,"nebraska,chase",3966,18.5419236,57.0457081,0.4483802,35.630422
1637,"nebraska,cherry",5713,19.8675497,42.384106,0,40.8333333
1638,"nebraska,cheyenne",9998,2.0239988,91.7160619,0,23.2533414
1639,"nebraska,clay",6542,10.7007576,60.8901515,1.2310606,49.281768
1640,"nebraska,colfax",10515,0,0,0,0
1641,"nebraska,cuming",9139,9.3396786,62.920991,0.22081,44.2510682
1642,"nebraska,custer",10939,5.036208,75.7077024,0.8887426,38.9686925
1643,"nebraska,dakota",21006,13.5864136,61.038961,0,48.4848485
1644,"nebraska,dawes",9182,27.6595745,0,0,55.8823529
1645,"nebraska,dawson",24326,23.0769231,26.6272189,0,58.0152672
1646,"nebraska,deuel",1941,21.7786968,58.7562184,2.0437756,49.894224
1647,"nebraska,dixon",6000,13.6921497,36.2918597,1.0663103,58.8035009
1648,"nebraska,dodge",36691,12.3492726,43.0411824,0.9777389,51.1960239
1649,"nebraska,douglas",517110,8.6687307,56.6563468,0,47.8764479
1650,"nebraska,dundy",2008,3.5264484,86.9017632,0,18.4210526
1651,"nebraska,fillmore",5890,0,42.2222222,0,68.5714286
1652,"nebraska,franklin",3225,2.1220159,82.3607427,0,44.5669291
1653,"nebraska,frontier",2756,25.1781473,32.0665083,0,60.7246377
1654,"nebraska,furnas",4959,16.3208852,40.2489627,0,51.758794
1655,"nebraska,gage",22311,9.4217207,38.3921016,1.1847673,53.2520325
1656,"nebraska,garden",2057,11.793085,70.6781024,0.3752345,61.2002791
1657,"nebraska,garfield",2049,16.4592922,39.4484441,4.3570576,50.5971338
1658,"nebraska,gosper",2044,24.1910867,44.6581197,1.6025641,46.2720302
1659,"nebraska,grant",614,17.8126921,36.2989691,3.3855115,50.2135524
1660,"nebraska,greeley",2538,22.1181978,39.6377946,1.6069221,47.4545681
1661,"nebraska,hall",58607,4.8841578,78.2091421,0,42.804699
1662,"nebraska,hamilton",9124,24.2105263,36.8421053,0,0
1663,"nebraska,harlan",3423,13.0276117,58.8134371,1.6670412,38.1518064
1664,"nebraska,hayes",967,32.0880264,34.738176,1.0026134,42.663112
1665,"nebraska,hitchcock",2908,6.7989677,73.5154379,1.051345,42.8684914
1666,"nebraska,holt",10435,11.4741244,50.7579718,0.5227392,62.4324324
1667,"nebraska,hooker",736,21.7233634,59.4413367,0.9354202,37.3352223
1668,"nebraska,howard",6274,12.247191,46.0467179,0,42.6648721
1669,"nebraska,jefferson",7547,13.3644532,46.6066939,0.6220929,49.4720907
1670,"nebraska,johnson",5217,0,0,0,0
1671,"nebraska,kearney",6489,24.2843937,32.0872953,2.1016241,48.1551956
1672,"nebraska,keith",8368,14.2857143,61.9854722,0.4439064,54.281768
1673,"nebraska,keya paha",824,0,0,0,0
1674,"nebraska,kimball",3821,16.2366174,50.1202935,0.9022014,57.4811864
1675,"nebraska,knox",8701,11.9817224,53.0433136,1.581158,39.7135782
1676,"nebraska,lancaster",285407,35.1731314,24.1004767,3.5902266,56.2445574
1677,"nebraska,lincoln",36288,17.1942686,50.3498834,0.8997001,46.3674401
1678,"nebraska,logan",763,13.3640553,69.4316436,0,36.2270451
1679,"nebraska,loup",632,15.6154317,56.7666871,0.4898959,45.1223902
1681,"nebraska,mcpherson",539,18.9809926,60.9028511,0.7391764,37.294964
1680,"nebraska,madison",34876,20.2257549,42.5818502,0.9604562,55.0067138
1682,"nebraska,merrick",7845,17.7369005,48.3664408,1.6857936,43.683148
1683,"nebraska,morrill",5042,26.3772955,22.0367279,4.6744574,56.873823
1684,"nebraska,nance",3735,36.8421053,0,0,0
1685,"nebraska,nemaha",7248,19.8393078,42.3362176,0,50.7163324
1686,"nebraska,nuckolls",4500,20.8333333,25,4.7619048,51.2915129
1687,"nebraska,otoe",15740,11.6861436,56.8169171,0.556483,33.9598998
1688,"nebraska,pawnee",2773,0,54.0229885,0,55.2238806
1689,"nebraska,perkins",2970,11.9366098,53.5671806,1.7466581,42.3857514
1690,"nebraska,phelps",9188,0,83.8709677,0,49.0909091
1691,"nebraska,pierce",7266,4.5178106,83.2319722,0,30.4099142
1692,"nebraska,platte",32237,49.0196078,15.6862745,0,52.7131783
1693,"nebraska,polk",5406,11.0974611,66.5438165,0.7371007,44.5324097
1694,"nebraska,red willow",11055,24.7587229,32.7048795,2.0001945,53.7438803
1695,"nebraska,richardson",8363,25.9202139,8.5235451,2.2002879,52.2178245
1696,"nebraska,rock",1526,24.9266862,27.8592375,0,66.9421488
1697,"nebraska,saline",14200,23.5928228,9.2980793,2.5071105,52.148548
1698,"nebraska,sarpy",158840,7.7868853,40.9836066,0,50.2702703
1699,"nebraska,saunders",20780,8.6382744,65.7568669,1.3924485,33.571509
1700,"nebraska,scotts bluff",36970,19.3805378,50.8832395,1.0844859,50.8492563
1701,"nebraska,seward",16750,17.2143179,45.9938753,1.7599973,47.1864442
1702,"nebraska,sheridan",5469,17.2143179,45.9938753,1.7599973,47.1864442
1703,"nebraska,sherman",3152,17.2143179,45.9938753,1.7599973,47.1864442
1704,"nebraska,sioux",1311,17.2143179,45.9938753,1.7599973,47.1864442
1705,"nebraska,stanton",6129,17.2143179,45.9938753,1.7599973,47.1864442
1706,"nebraska,thayer",5228,17.2143179,45.9938753,1.7599973,47.1864442
1707,"nebraska,thomas",647,17.2143179,45.9938753,1.7599973,47.1864442
1708,"nebraska,thurston",6940,17.2143179,45.9938753,1.7599973,47.1864442
1709,"nebraska,valley",4260,17.2143179,45.9938753,1.7599973,47.1864442
1710,"nebraska,washington",20234,17.2143179,45.9938753,1.7599973,47.1864442
1711,"nebraska,wayne",9595,17.2143179,45.9938753,1.7599973,47.1864442
1712,"nebraska,webster",3812,17.2143179,45.9938753,1.7599973,47.1864442
1713,"nebraska,wheeler",818,17.2143179,45.9938753,1.7599973,47.1864442
1714,"nebraska,york",13665,17.2143179,45.9938753,1.7599973,47.1864442
1715,"nevada,carson city",55274,17.8942978,32.4486026,0.9532841,53.3979123
1716,"nevada,churchill",24877,0,0,0,14.7335423
1717,"nevada,clark",1951269,6.4516129,80.3937998,0.5865103,41.9339397
1718,"nevada,douglas",46997,8.2125604,73.4299517,0,41.6216216
1719,"nevada,elko",48818,16.7434818,45.4014779,1.248679,50.1680371
1720,"nevada,esmeralda",783,8.9725036,74.3849494,0,42.0545746
1721,"nevada,eureka",1987,0,0,0,0
1722,"nevada,humboldt",16528,18.1925825,24.836567,2.8697034,50.6818725
1723,"nevada,lander",5775,16.3323782,58.2617001,1.0506208,42.7801724
1724,"nevada,lincoln",5345,23.5928228,9.2980793,2.5071105,52.148548
1725,"nevada,lyon",51980,16.9774289,47.3503435,0.6378803,46.1181924
1726,"nevada,mineral",4772,20,20,10,53.125
1727,"nevada,nye",43946,55.3846154,21.5384615,0,0
1728,"nevada,pershing",6753,21.4743176,31.9459631,2.6146884,47.5908249
1729,"nevada,storey",4010,17.2143179,45.9938753,1.7599973,47.1864442
1730,"nevada,washoe",421407,17.2143179,45.9938753,1.7599973,47.1864442
1731,"nevada,white pine",10030,17.2143179,45.9938753,1.7599973,47.1864442
1732,"new hampshire,belknap",60088,11.9517544,63.0847953,2.8508772,46.1472234
1733,"new hampshire,carroll",47818,2.4466299,92.3962581,0,18.2785061
1734,"new hampshire,cheshire",77117,9.9285147,39.7934869,0,56.1740891
1735,"new hampshire,coos",33055,5.8974359,0,0,22.7272727
1736,"new hampshire,grafton",89118,20.4662474,37.3830382,3.1801936,49.4287351
1737,"new hampshire,hillsborough",400721,16.8789373,30.1303188,1.0344478,57.0417572
1738,"new hampshire,merrimack",146445,48.7179487,0,0,50.8196721
1739,"new hampshire,rockingham",295223,7.7464789,43.5576422,0,42.3423423
1740,"new hampshire,strafford",123143,17.2143179,45.9938753,1.7599973,47.1864442
1741,"new hampshire,sullivan",43742,17.2143179,45.9938753,1.7599973,47.1864442
1742,"new jersey,atlantic",274549,36.9380316,40.218712,0,44.3850267
1743,"new jersey,bergen",905116,14.8792271,28.7149759,1.6038647,57.7699737
1744,"new jersey,burlington",448734,13.0805687,53.4597156,0.9478673,42.0368364
1745,"new jersey,camden",513657,0,98.0582524,0,18.4
1746,"new jersey,cape may",97265,31.621447,16.6666667,2.745478,55.1165547
1747,"new jersey,cumberland",156898,14.5836914,48.9776323,1.7541098,44.0134834
1748,"new jersey,essex",783969,50.9803922,0,0,0
1749,"new jersey,gloucester",288288,13.3010883,62.0314389,0,45.3367876
1750,"new jersey,hudson",634266,26.1682243,13.0841122,6.2305296,40.8783784
1751,"new jersey,hunterdon",128349,24.3470562,36.7861886,0.7968128,62.1822034
1752,"new jersey,mercer",366513,16.216106,42.6715257,0,49.8754229
1753,"new jersey,middlesex",809858,16.6953239,33.1652425,1.400123,52.0954008
1754,"new jersey,monmouth",630380,0,98.1441048,0,16.3030999
1755,"new jersey,morris",492276,16.6945554,45.1302721,1.0959814,35.4291986
1756,"new jersey,ocean",576567,0,0,0,0
1757,"new jersey,passaic",501226,19.7571102,28.4949366,4.9897179,50.993475
1758,"new jersey,salem",66083,7.1126071,69.5310093,0.9708407,41.3125513
1759,"new jersey,somerset",323444,17.2143179,45.9938753,1.7599973,47.1864442
1760,"new jersey,sussex",149265,17.2143179,45.9938753,1.7599973,47.1864442
1761,"new jersey,union",536499,17.2143179,45.9938753,1.7599973,47.1864442
1762,"new jersey,warren",108692,17.2143179,45.9938753,1.7599973,47.1864442
1763,"new mexico,bernalillo",662564,18.8235294,30.5882353,0,62.7118644
1764,"new mexico,catron",3725,17.3174631,38.5926322,2.1723172,47.440623
1765,"new mexico,chaves",65645,14.6061896,53.5614868,0.7859833,57.8208129
1767,"new mexico,colfax",13750,18.2158627,40.0729252,0,49.3530986
1768,"new mexico,curry",48376,18.691972,11.8431233,3.6395147,68.8942308
1769,"new mexico,de baca",2022,59.4594595,0,0,0
1770,"new mexico,dona ana",209233,18.1146026,57.8558226,0,43.699187
1771,"new mexico,eddy",53829,27.4193548,61.3710848,0,27.8707932
1772,"new mexico,grant",29514,13.2621951,55.6402439,0.8384146,37.5553587
1773,"new mexico,guadalupe",4687,20.3720106,49.5128432,1.0628875,40.097561
1774,"new mexico,harding",695,0,76.7441861,0,0
1775,"new mexico,hidalgo",4894,5.2525253,83.2323232,0,23.1759657
1776,"new mexico,lea",64727,18.2847192,38.9203309,0.6530257,39.6176314
1777,"new mexico,lincoln",20497,22.5806452,24.1935484,0,52.173913
1778,"new mexico,los alamos",17950,25,23.8636364,0,53.6231884
1779,"new mexico,luna",25095,25.7339269,34.326167,2.4961965,47.7059261
1780,"new mexico,mckinley",71492,11.2726791,48.9528516,1.5711089,47.2688004
1781,"new mexico,mora",4881,12.6598466,48.8491049,2.3017903,43.9606742
1782,"new mexico,otero",63797,16.8932199,45.0575369,2.6383767,65.3711163
1783,"new mexico,quay",9041,0,95.5223881,0,25.9073842
1784,"new mexico,rio arriba",40246,8.368748,69.1729323,0.6864989,46.0007372
1785,"new mexico,roosevelt",19846,8.9102565,73.3819273,0.2812242,33.3018299
1788,"new mexico,sandoval",131561,15.4841336,44.3185156,2.9776542,44.3090672
1786,"new mexico,san juan",130044,14.6672314,47.1020248,0,51.9369111
1787,"new mexico,san miguel",29393,16.4980068,40.7237044,0.7973014,54.0674956
1789,"new mexico,santa fe",144170,18.5027539,44.1062264,0.842747,57.8410305
1790,"new mexico,sierra",11988,18.6762769,42.7334467,1.5887026,63.4363853
1791,"new mexico,socorro",17866,17.2143179,45.9938753,1.7599973,47.1864442
1792,"new mexico,taos",32937,17.2143179,45.9938753,1.7599973,47.1864442
1793,"new mexico,torrance",16383,17.2143179,45.9938753,1.7599973,47.1864442
1794,"new mexico,union",4549,17.2143179,45.9938753,1.7599973,47.1864442
1766,"new mexico,cibola",27213,17.2143179,45.9938753,1.7599973,47.1864442
1796,"new york,albany",304204,17.2143179,45.9938753,1.7599973,47.1864442
1797,"new york,allegany",48946,0,0,0,0
1798,"new york,bronx",1385108,19.0291752,54.0171075,2.7799505,39.5020715
1799,"new york,broome",200600,9.5058323,55.1995767,0.5739728,42.8859234
1800,"new york,cattaraugus",80317,11.2081514,60.9412906,1.0189229,42.0181527
1801,"new york,cayuga",80026,14.5869377,54.5604568,0.566642,50.7196539
1802,"new york,chautauqua",134905,0,0,0,0
1803,"new york,chemung",88830,0,0,0,0
1804,"new york,chenango",50477,9.8777046,72.060207,0,43.800813
1805,"new york,clinton",82128,12.9464286,68.0803571,0,42.3412204
1806,"new york,columbia",63096,2.372035,89.1385768,0,33.0213904
1807,"new york,cortland",49336,18.3496493,29.1518631,2.0928521,50.0948204
1808,"new york,delaware",47980,6.9530397,79.0680743,0,40.9648406
1809,"new york,dutchess",297488,23.2454111,41.3353539,2.5071105,43.5750496
1810,"new york,erie",919040,17.4403565,52.57689,0,48.9039354
1811,"new york,essex",39370,18.7722579,29.5581609,0.7954783,46.8758276
1812,"new york,franklin",51599,4.6345811,80.2139037,0,35.0293542
1813,"new york,fulton",55531,13.9175051,38.7059813,1.8120122,48.8809975
1814,"new york,genesee",60079,16.4805956,29.1841056,0.8386109,64.5383882
1815,"new york,greene",49221,14.4069133,52.6542308,1.4875384,40.4340116
1816,"new york,hamilton",4836,1.3110846,92.3122765,0,21.7501585
1817,"new york,herkimer",64519,23.3740657,21.4061967,3.092144,49.7285751
1818,"new york,jefferson",116229,30.3030303,32.7823692,6.3360882,63.6363636
1819,"new york,kings",2504700,11.3744507,52.8674968,2.5517891,52.0556237
1820,"new york,lewis",27087,0,0,0,0
1821,"new york,livingston",65393,23.3740657,21.4061967,3.092144,49.7285751
1822,"new york,madison",73442,18.1353866,44.6526375,1.0735144,55.452548
1823,"new york,monroe",744344,8.5106383,79.8058977,0,48.2851986
1824,"new york,montgomery",50219,21.259587,38.0976806,1.2551269,52.6614104
1825,"new york,nassau",1339532,15.5742972,50.0736279,0.4283802,40.4474002
1826,"new york,new york",1585873,8.6211311,64.9782828,0,33.9210339
1827,"new york,niagara",216469,15.3927813,41.4012739,0,39.6002498
1828,"new york,oneida",234878,15.7520325,37.754065,0.5843496,56.5469714
1829,"new york,onondaga",467026,22.9240825,32.7531423,4.2533937,42.5201346
1830,"new york,ontario",107931,25.8879781,48.7704918,0.8196721,36.5172667
1831,"new york,orange",372813,24.7058824,44.7058824,0,46.4788732
1832,"new york,orleans",42883,17.2444233,42.847051,1.7558371,47.3522236
1833,"new york,oswego",122109,28.8226382,18.8724164,2.5808895,48.4408017
1834,"new york,otsego",62259,1.9676651,90.0990099,0.2255922,27.0958283
1835,"new york,putnam",99710,12.9220433,46.8047225,1.0935602,52.5382251
1836,"new york,queens",2230722,16.0453897,39.9866604,2.3480663,58.064153
1837,"new york,rensselaer",159429,17.1329889,37.0511247,1.0170118,44.6145287
1838,"new york,richmond",468730,11.4911785,60.4430857,0.8647944,48.9129278
1839,"new york,rockland",311687,13.0344108,21.4807091,1.459854,59.0778098
1845,"new york,st lawrence",111944,9.2487479,63.3722872,1.0350584,52.5891341
1840,"new york,saratoga",219607,11.2219451,34.6633417,0,53.3333333
1841,"new york,schenectady",154727,11.1788618,57.0121951,0,56.2937063
1842,"new york,schoharie",32749,31.6225167,24.7030984,2.4492978,47.9767683
1843,"new york,schuyler",18343,12.699828,45.0312842,1.175992,56.8454117
1844,"new york,seneca",35251,17.2143179,45.9938753,1.7599973,47.1864442
1846,"new york,steuben",98990,17.2143179,45.9938753,1.7599973,47.1864442
1847,"new york,suffolk",1493350,17.2143179,45.9938753,1.7599973,47.1864442
1848,"new york,sullivan",77547,17.2143179,45.9938753,1.7599973,47.1864442
1849,"new york,tioga",51125,17.2143179,45.9938753,1.7599973,47.1864442
1850,"new york,tompkins",101564,17.2143179,45.9938753,1.7599973,47.1864442
1851,"new york,ulster",182493,17.2143179,45.9938753,1.7599973,47.1864442
1852,"new york,warren",65707,17.2143179,45.9938753,1.7599973,47.1864442
1853,"new york,washington",63216,17.2143179,45.9938753,1.7599973,47.1864442
1854,"new york,wayne",93772,17.2143179,45.9938753,1.7599973,47.1864442
1855,"new york,westchester",949113,17.2143179,45.9938753,1.7599973,47.1864442
1856,"new york,wyoming",42155,17.2143179,45.9938753,1.7599973,47.1864442
1857,"new york,yates",25348,17.2143179,45.9938753,1.7599973,47.1864442
1858,"north carolina,alamance",151131,17.2143179,45.9938753,1.7599973,47.1864442
1859,"north carolina,alexander",37198,21.2206147,37.25351,1.0798739,47.5974313
1860,"north carolina,alleghany",11155,0,96.1206897,0,11.4630468
1861,"north carolina,anson",26948,8.295489,56.7968514,0.8477142,49.4670351
1862,"north carolina,ashe",27281,25.1781473,32.0665083,0,60.7246377
1863,"north carolina,avery",17797,15.3973806,47.9194117,1.3290455,45.0302373
1864,"north carolina,beaufort",47759,6.3231581,74.1106266,0.5737893,51.1485944
1865,"north carolina,bertie",21282,9.9984523,69.6796162,0.5726668,37.9126376
1866,"north carolina,bladen",35190,13.1893785,35.74555,1.2839218,53.6988359
1867,"north carolina,brunswick",107431,25.3636438,48.1228669,0,64.0996016
1868,"north carolina,buncombe",238318,29.6415771,23.9426524,0,54.710145
1869,"north carolina,burke",90912,8.9726112,68.0741737,0.2276176,38.7054483
1870,"north carolina,cabarrus",178011,11.2944817,56.4724085,2.217638,42.2798553
1871,"north carolina,caldwell",83029,25.9384764,7.4647676,2.9720242,52.7832772
1872,"north carolina,camden",9980,20.5561478,39.5783428,0,49.2729363
1873,"north carolina,carteret",66469,0,93.1219035,0,33.0534907
1874,"north carolina,caswell",23719,9.1145833,68.3159722,0,60.8247423
1875,"north carolina,catawba",154358,29.3103448,24.137931,0,0
1876,"north carolina,chatham",63505,18.0841833,29.5701419,0.9933775,62.1155268
1877,"north carolina,cherokee",27444,9.097447,66.0913341,0.8989572,44.8624596
1878,"north carolina,chowan",14793,23.0342276,47.6410731,0.9250694,31.1507937
1879,"north carolina,clay",10587,15.0742077,49.1606523,1.3450794,49.765506
1880,"north carolina,cleveland",98078,9.3543046,62.6379691,0.7450331,41.8909593
1881,"north carolina,columbus",58098,23.3766234,26.6233766,0,63.7795276
1882,"north carolina,craven",103505,14.6320798,60.2689044,0.6552322,31.9708029
1883,"north carolina,cumberland",319431,19.3130399,42.1688606,0,54.6218487
1884,"north carolina,currituck:knotts",NA,13.5987459,55.8092262,0.7280291,52.4982273
1885,"north carolina,currituck:main",NA,13.9898732,46.9192895,1.0328796,50.6711597
1886,"north carolina,currituck:spit",NA,25.8246631,21.1680039,0.3770739,57.6094972
1887,"north carolina,dare",33920,9.97151,60.968661,6.8376068,54.9079755
1888,"north carolina,davidson",162878,16.2259061,46.0564791,1.0532155,45.0741398
1889,"north carolina,davie",41240,33.5816865,35.6462818,2.5738799,55.7214968
1890,"north carolina,duplin",58505,16.0613811,50.6393862,1.6368286,48.8372093
1891,"north carolina,durham",267587,9.2243646,53.1770377,0.2848379,42.6879506
1892,"north carolina,edgecombe",56552,11.0632184,74.137931,0,43.2786885
1893,"north carolina,forsyth",350670,17.5770815,37.4017781,1.4995835,53.2415183
1894,"north carolina,franklin",60619,21.0997268,25.9494536,0,47.675824
1895,"north carolina,gaston",206086,8.7213425,57.5514063,0.9690381,44.5874781
1896,"north carolina,gates",12197,0,45.7142857,0,0
1897,"north carolina,graham",8861,12.6631393,60.6532357,0.2706553,34.0332835
1898,"north carolina,granville",59916,7.833257,80.7604214,0.4580852,37.7875673
1899,"north carolina,greene",21362,0,0,0,0
1900,"north carolina,guilford",488406,14.8326898,52.4774775,0.8365508,47.4954296
1901,"north carolina,halifax",54691,19.3603789,40.4807395,0.8320027,50.292136
1902,"north carolina,harnett",114678,12.2594142,32.9288703,0.7112971,56.2819203
1903,"north carolina,haywood",59036,19.4784289,45.9433355,0.4185448,51.7084283
